query,sql_text,plan_json,execution_time,reward
17953.sql,"SELECT 
    Users.DisplayName, 
    COUNT(Posts.Id) AS PostCount, 
    SUM(CASE WHEN Posts.PostTypeId = 1 THEN 1 ELSE 0 END) AS QuestionCount, 
    SUM(CASE WHEN Posts.PostTypeId = 2 THEN 1 ELSE 0 END) AS AnswerCount 
FROM 
    Users 
LEFT JOIN 
    Posts ON Users.Id = Posts.OwnerUserId 
GROUP BY 
    Users.DisplayName 
ORDER BY 
    PostCount DESC 
LIMIT 10;
",,10.01,-0.0021407103223298114
24120.sql,"
WITH UserActivity AS (
    SELECT 
        U.Id AS UserId,
        U.DisplayName,
        U.Reputation,
        COUNT(DISTINCT P.Id) AS PostCount,
        SUM(CASE WHEN V.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
        SUM(CASE WHEN V.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes,
        DATE_TRUNC('day', U.LastAccessDate) AS LastActiveDate,
        ROW_NUMBER() OVER (PARTITION BY U.Id ORDER BY U.CreationDate DESC) AS UserRank
    FROM 
        Users U
    LEFT JOIN 
        Posts P ON U.Id = P.OwnerUserId
    LEFT JOIN 
        Votes V ON P.Id = V.PostId
    WHERE 
        U.Reputation > (SELECT AVG(Reputation) FROM Users)  
    GROUP BY 
        U.Id, U.DisplayName, U.Reputation, U.LastAccessDate
),
PostStatistics AS (
    SELECT 
        P.Id AS PostId,
        P.Title,
        P.CreationDate,
        P.Score,
        P.ViewCount,
        COALESCE(A.AgreedCount, 0) AS AgreedCount,
        COALESCE(C.CommentCount, 0) AS CommentCount,
        COALESCE(VV.UpvoteCount, 0) AS UpvoteCount,
        CTE.UserId 
    FROM 
        Posts P
    LEFT JOIN (
        SELECT 
            PostId,
            COUNT(*) AS AgreedCount 
        FROM 
            Votes
        WHERE 
            VoteTypeId IN (1, 2) 
        GROUP BY 
            PostId
    ) A ON P.Id = A.PostId
    LEFT JOIN (
        SELECT 
            PostId,
            COUNT(*) AS CommentCount 
        FROM 
            Comments 
        GROUP BY 
            PostId
    ) C ON P.Id = C.PostId
    LEFT JOIN (
        SELECT 
            PostId,
            COUNT(*) AS UpvoteCount 
        FROM 
            Votes 
        WHERE 
            VoteTypeId = 2 
        GROUP BY 
            PostId
    ) VV ON P.Id = VV.PostId
    JOIN UserActivity CTE ON P.OwnerUserId = CTE.UserId
    WHERE 
        P.CreationDate >= CURRENT_DATE - INTERVAL '1 year' 
),
RankedPosts AS (
    SELECT 
        PS.*, 
        RANK() OVER (PARTITION BY PS.UserId ORDER BY PS.Score DESC) AS ScoreRank
    FROM 
        PostStatistics PS
)
SELECT 
    U.DisplayName,
    U.Reputation,
    R.Title,
    R.Score,
    R.ViewCount,
    R.CommentCount,
    R.AgreedCount,
    R.UpvoteCount,
    R.ScoreRank,
    CASE 
        WHEN R.ScoreRank = 1 THEN 'Top Post'
        ELSE 'Regular Post'
    END AS PostCategory
FROM 
    UserActivity U
JOIN 
    RankedPosts R ON U.UserId = R.UserId
WHERE 
    R.CommentCount > 5
AND 
    U.LastActiveDate = (
        SELECT MAX(LastActiveDate) 
        FROM UserActivity UA 
        WHERE UA.Reputation > 500 
    )
ORDER BY 
    U.Reputation DESC, R.Score DESC;
",,24.84,-0.005312212228438812
27183.sql,"
WITH TagStatistics AS (
    SELECT 
        T.TagName,
        COUNT(DISTINCT P.Id) AS PostCount,
        SUM(COALESCE(CASE WHEN PT.Name = 'Answer' THEN 1 ELSE 0 END, 0)) AS AnswerCount,
        SUM(COALESCE(CASE WHEN PT.Name = 'Question' THEN 1 ELSE 0 END, 0)) AS QuestionCount,
        MAX(P.CreationDate) AS LatestPostDate
    FROM 
        Tags T
    LEFT JOIN 
        Posts P ON POSITION(T.TagName IN P.Tags) > 0
    LEFT JOIN 
        PostTypes PT ON PT.Id = P.PostTypeId
    GROUP BY 
        T.TagName
),
MostActiveUsers AS (
    SELECT 
        U.DisplayName,
        U.Reputation,
        COUNT(DISTINCT P.Id) AS PostCount,
        SUM(CASE WHEN PT.Name = 'Answer' THEN 1 ELSE 0 END) AS AnswerCount,
        SUM(CASE WHEN PT.Name = 'Question' THEN 1 ELSE 0 END) AS QuestionCount
    FROM 
        Users U
    LEFT JOIN 
        Posts P ON P.OwnerUserId = U.Id
    LEFT JOIN 
        PostTypes PT ON PT.Id = P.PostTypeId
    GROUP BY 
        U.DisplayName, U.Reputation
    HAVING 
        COUNT(DISTINCT P.Id) > 5
),
FrequentEditors AS (
    SELECT 
        U.DisplayName,
        COUNT(PH.Id) AS EditCount
    FROM 
        PostHistory PH
    JOIN 
        Users U ON PH.UserId = U.Id
    WHERE 
        PH.PostHistoryTypeId IN (4, 5, 6) 
    GROUP BY 
        U.DisplayName
    HAVING 
        COUNT(PH.Id) > 10
),
FinalReport AS (
    SELECT 
        TS.TagName,
        TS.PostCount,
        TS.AnswerCount,
        TS.QuestionCount,
        TS.LatestPostDate,
        AU.DisplayName AS ActiveUser,
        EU.DisplayName AS Editor,
        EU.EditCount
    FROM 
        TagStatistics TS
    JOIN 
        (SELECT DisplayName, Reputation, PostCount, AnswerCount, QuestionCount
         FROM MostActiveUsers
         ORDER BY PostCount DESC
         LIMIT 1) AU ON TS.PostCount > 10
    JOIN 
        (SELECT DisplayName, EditCount
         FROM FrequentEditors
         ORDER BY EditCount DESC
         LIMIT 1) EU ON TS.PostCount > 5
)
SELECT 
    TagName,
    PostCount,
    AnswerCount,
    QuestionCount,
    LatestPostDate,
    ActiveUser,
    Editor,
    EditCount
FROM 
    FinalReport
ORDER BY 
    PostCount DESC, AnswerCount DESC;
",,104.739,-0.02239918665839182
11696.sql,"
SELECT 
    p.Id AS PostId,
    p.Title,
    p.CreationDate,
    p.Score,
    p.ViewCount,
    COUNT(c.Id) AS CommentCount,
    SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS Upvotes,
    SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS Downvotes,
    u.DisplayName AS OwnerDisplayName,
    u.Reputation AS OwnerReputation
FROM 
    Posts p
JOIN 
    Users u ON p.OwnerUserId = u.Id
LEFT JOIN 
    Comments c ON p.Id = c.PostId
LEFT JOIN 
    Votes v ON p.Id = v.PostId
WHERE 
    p.PostTypeId = 1  
GROUP BY 
    p.Id, p.Title, p.CreationDate, p.Score, p.ViewCount, u.DisplayName, u.Reputation
ORDER BY 
    p.CreationDate DESC
LIMIT 100;
",,15.94,-0.003408883370423296
10934.sql,"WITH UserVoteStats AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        COUNT(v.Id) AS TotalVotes,
        SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
        SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes
    FROM 
        Users u
    LEFT JOIN 
        Votes v ON u.Id = v.UserId
    GROUP BY 
        u.Id, u.DisplayName
),
PostStats AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.Score,
        p.ViewCount,
        COUNT(c.Id) AS CommentCount,
        SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
        SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes
    FROM 
        Posts p
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    LEFT JOIN 
        Votes v ON p.Id = v.PostId
    GROUP BY 
        p.Id, p.Title, p.Score, p.ViewCount
)
SELECT 
    u.UserId,
    u.DisplayName,
    u.TotalVotes,
    u.UpVotes AS UserUpVotes,
    u.DownVotes AS UserDownVotes,
    p.PostId,
    p.Title AS PostTitle,
    p.Score AS PostScore,
    p.ViewCount AS PostViewCount,
    p.CommentCount,
    p.UpVotes AS PostUpVotes,
    p.DownVotes AS PostDownVotes
FROM 
    UserVoteStats u
JOIN 
    PostStats p ON u.UserId = p.PostId 
ORDER BY 
    u.TotalVotes DESC, p.Score DESC;",,40.906,-0.008748041602919407
7865.sql,"WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.Score,
        p.ViewCount,
        u.DisplayName AS OwnerName,
        COUNT(c.Id) AS CommentCount,
        COUNT(v.Id) FILTER (WHERE v.VoteTypeId = 2) AS UpVoteCount,
        COUNT(v.Id) FILTER (WHERE v.VoteTypeId = 3) AS DownVoteCount,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.Score DESC) AS OwnerPostRank
    FROM 
        Posts p
    JOIN 
        Users u ON p.OwnerUserId = u.Id
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    LEFT JOIN 
        Votes v ON p.Id = v.PostId
    WHERE 
        p.CreationDate >= cast('2024-10-01' as date) - INTERVAL '1 year'
    GROUP BY 
        p.Id, u.DisplayName
),
TopPosts AS (
    SELECT 
        rp.*,
        CASE 
            WHEN rp.OwnerPostRank = 1 THEN 'Top Post'
            WHEN rp.OwnerPostRank <= 5 THEN 'High Performer'
            ELSE 'Regular Post'
        END AS PostCategory
    FROM 
        RankedPosts rp
)
SELECT 
    tp.*,
    CASE
        WHEN tp.ViewCount > 1000 THEN 'Highly Viewed'
        WHEN tp.ViewCount BETWEEN 500 AND 1000 THEN 'Moderately Viewed'
        ELSE 'Low Visibility'
    END AS VisibilityCategory
FROM 
    TopPosts tp
ORDER BY 
    tp.CreationDate DESC, 
    tp.Score DESC
LIMIT 50;",,10.351,-0.002213635619024563
10410.sql,"
SELECT 
    p.Id AS PostId,
    p.Title,
    p.CreationDate,
    p.Score,
    p.ViewCount,
    p.AnswerCount,
    u.DisplayName AS OwnerDisplayName,
    u.Reputation AS OwnerReputation,
    COUNT(v.Id) AS VoteCount,
    COUNT(c.Id) AS CommentCount,
    MAX(ph.CreationDate) AS LastHistoryDate
FROM 
    Posts p
LEFT JOIN 
    Users u ON p.OwnerUserId = u.Id
LEFT JOIN 
    Votes v ON p.Id = v.PostId
LEFT JOIN 
    Comments c ON p.Id = c.PostId
LEFT JOIN 
    PostHistory ph ON p.Id = ph.PostId
GROUP BY 
    p.Id, p.Title, p.CreationDate, p.Score, p.ViewCount, p.AnswerCount, 
    u.DisplayName, u.Reputation
ORDER BY 
    p.CreationDate DESC
LIMIT 1000;
",,19.933,-0.004262815070429584
11406.sql,"WITH PostPerformance AS (
    SELECT 
        pt.Name AS PostTypeName,
        COUNT(p.Id) AS PostCount,
        AVG(p.Score) AS AverageScore,
        SUM(CASE WHEN v.Id IS NOT NULL THEN 1 ELSE 0 END) AS TotalVotes
    FROM 
        Posts p
    JOIN 
        PostTypes pt ON p.PostTypeId = pt.Id
    LEFT JOIN 
        Votes v ON p.Id = v.PostId
    GROUP BY 
        pt.Name
)

SELECT 
    PostTypeName,
    PostCount,
    AverageScore,
    TotalVotes
FROM 
    PostPerformance
ORDER BY 
    PostCount DESC;",,5.63,-0.0012040158955761078
14096.sql,"
SELECT 
    p.Id AS PostId,
    p.Title,
    p.CreationDate,
    u.DisplayName AS OwnerDisplayName,
    p.Score,
    p.ViewCount,
    COALESCE(COUNT(c.Id), 0) AS CommentCount,
    COALESCE(SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END), 0) AS UpVotes,
    COALESCE(SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END), 0) AS DownVotes,
    COALESCE(b.Name, 'No Badge') AS UserBadge
FROM 
    Posts p
JOIN 
    Users u ON p.OwnerUserId = u.Id
LEFT JOIN 
    Comments c ON p.Id = c.PostId
LEFT JOIN 
    Votes v ON p.Id = v.PostId
LEFT JOIN 
    Badges b ON u.Id = b.UserId
WHERE 
    p.PostTypeId = 1 
GROUP BY 
    p.Id, p.Title, p.CreationDate, u.DisplayName, p.Score, p.ViewCount, b.Name
ORDER BY 
    p.CreationDate DESC
LIMIT 100;
",,41.394,-0.008852403904347673
26652.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.Tags,
        p.CreationDate,
        p.Score,
        p.Body,
        u.DisplayName AS OwnerName,
        COUNT(c.Id) AS CommentCount,
        COALESCE(SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END), 0) AS UpVotes,
        COALESCE(SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END), 0) AS DownVotes,
        ROW_NUMBER() OVER (PARTITION BY p.Tags ORDER BY p.Score DESC) AS TagRank
    FROM 
        Posts p
    JOIN 
        Users u ON p.OwnerUserId = u.Id
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    LEFT JOIN 
        Votes v ON p.Id = v.PostId
    WHERE 
        p.PostTypeId = 1 
    GROUP BY 
        p.Id, p.Title, p.Tags, p.CreationDate, p.Score, p.Body, u.DisplayName
),
TopTaggedPosts AS (
    SELECT 
        rp.*,
        ROW_NUMBER() OVER (ORDER BY rp.Score DESC, rp.CreationDate ASC) AS OverallRank
    FROM 
        RankedPosts rp
    WHERE 
        rp.TagRank <= 3 
)
SELECT 
    ttp.PostId,
    ttp.Title,
    ttp.Tags,
    ttp.CreationDate,
    ttp.Score,
    ttp.Body,
    ttp.OwnerName,
    ttp.CommentCount,
    ttp.UpVotes,
    ttp.DownVotes
FROM 
    TopTaggedPosts ttp
WHERE 
    ttp.OverallRank <= 10 
ORDER BY 
    ttp.Score DESC, ttp.CreationDate ASC;
",,29.916,-0.006397751249032831
11152.sql,"WITH PostStats AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.ViewCount,
        p.Score,
        p.AnswerCount,
        COALESCE(c.CommentCount, 0) AS CommentCount,
        COALESCE(v.VoteCount, 0) AS VoteCount,
        u.Reputation AS OwnerReputation,
        u.DisplayName AS OwnerDisplayName
    FROM 
        Posts p
    LEFT JOIN 
        (SELECT PostId, COUNT(*) AS CommentCount FROM Comments GROUP BY PostId) c ON p.Id = c.PostId
    LEFT JOIN 
        (SELECT PostId, COUNT(*) AS VoteCount FROM Votes GROUP BY PostId) v ON p.Id = v.PostId
    LEFT JOIN 
        Users u ON p.OwnerUserId = u.Id
    WHERE 
        p.CreationDate >= cast('2024-10-01 12:34:56' as timestamp) - INTERVAL '1 year' 
),

Benchmark AS (
    SELECT 
        COUNT(*) AS TotalPosts,
        AVG(ViewCount) AS AvgViews,
        AVG(Score) AS AvgScore,
        AVG(AnswerCount) AS AvgAnswers,
        AVG(CommentCount) AS AvgComments,
        AVG(VoteCount) AS AvgVotes,
        AVG(OwnerReputation) AS AvgOwnerReputation
    FROM 
        PostStats
)

SELECT 
    TotalPosts,
    AvgViews,
    AvgScore,
    AvgAnswers,
    AvgComments,
    AvgVotes,
    AvgOwnerReputation
FROM 
    Benchmark;",,13.683,-0.0029262077263175635
12134.sql,"SELECT 
    pt.Name AS PostType,
    COUNT(p.Id) AS TotalPosts,
    AVG(COALESCE(p.Score, 0)) AS AverageScore,
    COUNT(v.Id) AS TotalVotes,
    COUNT(DISTINCT u.Id) AS UniqueUsers
FROM 
    PostTypes pt
LEFT JOIN 
    Posts p ON p.PostTypeId = pt.Id
LEFT JOIN 
    Votes v ON v.PostId = p.Id
LEFT JOIN 
    Users u ON u.Id = p.OwnerUserId
GROUP BY 
    pt.Name
ORDER BY 
    TotalPosts DESC;",,10.212,-0.0021839094716915117
5638.sql,"WITH UserBadgeStats AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        COUNT(b.Id) AS TotalBadges,
        SUM(CASE WHEN b.Class = 1 THEN 1 ELSE 0 END) AS GoldBadges,
        SUM(CASE WHEN b.Class = 2 THEN 1 ELSE 0 END) AS SilverBadges,
        SUM(CASE WHEN b.Class = 3 THEN 1 ELSE 0 END) AS BronzeBadges
    FROM Users u
    LEFT JOIN Badges b ON u.Id = b.UserId
    GROUP BY u.Id, u.DisplayName
),
PostStats AS (
    SELECT 
        p.OwnerUserId,
        COUNT(p.Id) AS TotalPosts,
        SUM(CASE WHEN p.PostTypeId = 1 THEN 1 ELSE 0 END) AS Questions,
        SUM(CASE WHEN p.PostTypeId = 2 THEN 1 ELSE 0 END) AS Answers,
        AVG(p.Score) AS AverageScore,
        SUM(p.ViewCount) AS TotalViews
    FROM Posts p
    WHERE p.OwnerUserId IS NOT NULL
    GROUP BY p.OwnerUserId
),
CombinedStats AS (
    SELECT 
        ub.UserId,
        ub.DisplayName,
        ub.TotalBadges,
        ub.GoldBadges,
        ub.SilverBadges,
        ub.BronzeBadges,
        ps.TotalPosts,
        ps.Questions,
        ps.Answers,
        ps.AverageScore,
        ps.TotalViews
    FROM UserBadgeStats ub
    LEFT JOIN PostStats ps ON ub.UserId = ps.OwnerUserId
)
SELECT 
    UserId,
    DisplayName,
    COALESCE(TotalBadges, 0) AS TotalBadges,
    COALESCE(GoldBadges, 0) AS GoldBadges,
    COALESCE(SilverBadges, 0) AS SilverBadges,
    COALESCE(BronzeBadges, 0) AS BronzeBadges,
    COALESCE(TotalPosts, 0) AS TotalPosts,
    COALESCE(Questions, 0) AS Questions,
    COALESCE(Answers, 0) AS Answers,
    COALESCE(AverageScore, 0) AS AverageScore,
    COALESCE(TotalViews, 0) AS TotalViews
FROM CombinedStats
ORDER BY TotalPosts DESC, TotalBadges DESC
LIMIT 100;

",,15.376,-0.003288267923690627
529.sql,"WITH RankedPosts AS (
    SELECT 
        p.Id,
        p.Title,
        p.CreationDate,
        p.OwnerUserId,
        p.Score,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.Score DESC) AS PostRank
    FROM 
        Posts p
    WHERE 
        p.CreationDate >= cast('2024-10-01 12:34:56' as timestamp) - INTERVAL '1 year'
),
UserBadges AS (
    SELECT 
        u.Id AS UserId,
        COUNT(b.Id) AS BadgeCount,
        SUM(CASE WHEN b.Class = 1 THEN 1 ELSE 0 END) AS GoldBadges,
        SUM(CASE WHEN b.Class = 2 THEN 1 ELSE 0 END) AS SilverBadges,
        SUM(CASE WHEN b.Class = 3 THEN 1 ELSE 0 END) AS BronzeBadges
    FROM 
        Users u
    LEFT JOIN 
        Badges b ON u.Id = b.UserId
    GROUP BY 
        u.Id
),
PostVoteCounts AS (
    SELECT 
        v.PostId,
        COUNT(CASE WHEN v.VoteTypeId = 2 THEN 1 END) AS UpVotes,
        COUNT(CASE WHEN v.VoteTypeId = 3 THEN 1 END) AS DownVotes
    FROM 
        Votes v
    GROUP BY 
        v.PostId
),
MostVotedPosts AS (
    SELECT 
        rp.Id,
        rp.Title,
        rp.CreationDate,
        ub.BadgeCount,
        pvc.UpVotes,
        pvc.DownVotes,
        ROW_NUMBER() OVER (ORDER BY COALESCE(pvc.UpVotes - pvc.DownVotes, 0) DESC, rp.CreationDate DESC) AS MostVotedRank
    FROM 
        RankedPosts rp
    LEFT JOIN 
        UserBadges ub ON rp.OwnerUserId = ub.UserId
    LEFT JOIN 
        PostVoteCounts pvc ON rp.Id = pvc.PostId
    WHERE 
        rp.PostRank = 1
)
SELECT 
    mvp.Title,
    mvp.CreationDate,
    mvp.BadgeCount,
    mvp.UpVotes,
    mvp.DownVotes,
    CASE 
        WHEN mvp.BadgeCount IS NULL THEN 'No Badges' 
        ELSE 'Has Badges' 
    END AS BadgeStatus
FROM 
    MostVotedPosts mvp
WHERE 
    mvp.MostVotedRank <= 10
ORDER BY 
    mvp.UpVotes DESC, mvp.CreationDate DESC;",,15.051,-0.0032187643417968025
20553.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.Score,
        p.ViewCount,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.Score DESC) AS ScoreRank,
        COUNT(c.Id) OVER (PARTITION BY p.Id) AS CommentCount,
        p.OwnerUserId
    FROM 
        Posts p
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    WHERE 
        p.CreationDate >= TIMESTAMP '2024-10-01 12:34:56' - INTERVAL '1 year'
), 
PostStats AS (
    SELECT 
        rp.PostId,
        rp.Title,
        rp.CreationDate,
        rp.Score,
        rp.ViewCount,
        COALESCE(u.Reputation, 0) AS OwnerReputation,
        rp.CommentCount,
        CASE 
            WHEN rp.Score >= 100 THEN 'High Score'
            WHEN rp.Score >= 50 THEN 'Medium Score'
            ELSE 'Low Score'
        END AS ScoreCategory
    FROM 
        RankedPosts rp
    LEFT JOIN 
        Users u ON rp.OwnerUserId = u.Id
    WHERE 
        rp.ScoreRank = 1
), 
AggregateData AS (
    SELECT
        ScoreCategory,
        COUNT(*) AS PostCount,
        AVG(OwnerReputation) AS AvgReputation,
        MAX(ViewCount) AS MaxViewCount,
        MIN(COALESCE(CommentCount, 0)) AS MinCommentCount
    FROM 
        PostStats
    GROUP BY 
        ScoreCategory
)
SELECT 
    ad.ScoreCategory,
    ad.PostCount,
    ad.AvgReputation,
    ad.MaxViewCount,
    ad.MinCommentCount,
    CASE 
        WHEN ad.PostCount > 0 THEN ROUND(AVG(ad.AvgReputation) OVER (), 2)
        ELSE NULL 
    END AS OverallAvgReputation
FROM 
    AggregateData ad
ORDER BY 
    CASE ad.ScoreCategory
        WHEN 'High Score' THEN 1
        WHEN 'Medium Score' THEN 2
        WHEN 'Low Score' THEN 3
    END;
",,8.404,-0.0017972556991867866
12394.sql,"SELECT 
    pt.Name AS PostType,
    COUNT(p.Id) AS TotalPosts,
    SUM(p.Score) AS TotalScore,
    SUM(p.ViewCount) AS TotalViews,
    SUM(p.AnswerCount) AS TotalAnswers
FROM 
    Posts p
JOIN 
    PostTypes pt ON p.PostTypeId = pt.Id
GROUP BY 
    pt.Name
ORDER BY 
    TotalViews DESC, TotalScore DESC;",,2.723,-0.0005823330876827249
7525.sql,"WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.OwnerUserId,
        u.DisplayName AS OwnerDisplayName,
        p.Score,
        p.AnswerCount,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.CreationDate DESC) AS PostRank
    FROM 
        Posts p
    JOIN 
        Users u ON p.OwnerUserId = u.Id
    WHERE 
        p.PostTypeId = 1 AND p.Score > 0
),
PopularUsers AS (
    SELECT 
        OwnerUserId,
        COUNT(*) AS PostCount,
        SUM(Score) AS TotalScore,
        SUM(AnswerCount) AS TotalAnswers
    FROM 
        RankedPosts
    GROUP BY 
        OwnerUserId
    HAVING 
        COUNT(*) > 5 AND SUM(Score) > 50
),
TopPosts AS (
    SELECT 
        rp.PostId,
        rp.Title,
        rp.CreationDate,
        rp.OwnerDisplayName,
        pu.PostCount,
        pu.TotalScore,
        pu.TotalAnswers
    FROM 
        RankedPosts rp
    JOIN 
        PopularUsers pu ON rp.OwnerUserId = pu.OwnerUserId
    WHERE 
        rp.PostRank = 1
)
SELECT 
    tp.PostId,
    tp.Title,
    tp.CreationDate,
    tp.OwnerDisplayName,
    tp.PostCount,
    tp.TotalScore,
    tp.TotalAnswers,
    COALESCE(pl.RelatedPostId, 0) AS RelatedPostId,
    COALESCE(pl.LinkTypeId, 0) AS LinkTypeId
FROM 
    TopPosts tp
LEFT JOIN 
    PostLinks pl ON tp.PostId = pl.PostId
ORDER BY 
    tp.TotalScore DESC, tp.PostCount DESC;
",,11.871,-0.0025386985251126064
2080.sql,"
WITH RankedPosts AS (
    SELECT 
        P.Id AS PostID,
        P.Title,
        P.CreationDate,
        P.Score,
        P.ViewCount,
        P.OwnerUserId,
        ROW_NUMBER() OVER (PARTITION BY P.OwnerUserId ORDER BY P.CreationDate DESC) AS RN
    FROM 
        Posts P
    WHERE 
        P.PostTypeId = 1
),
UserActivity AS (
    SELECT 
        U.Id AS UserID,
        U.DisplayName,
        U.Reputation,
        COUNT(P.Id) AS TotalQuestions,
        SUM(COALESCE(V.BountyAmount, 0)) AS TotalBounties,
        SUM(P.Score) AS TotalScore,
        AVG(P.ViewCount) AS AvgViewCount
    FROM 
        Users U
    LEFT JOIN 
        Posts P ON U.Id = P.OwnerUserId AND P.PostTypeId = 1
    LEFT JOIN 
        Votes V ON P.Id = V.PostId AND V.VoteTypeId = 9  
    GROUP BY 
        U.Id, U.DisplayName, U.Reputation
),
RecentCloseReasons AS (
    SELECT 
        PH.PostId,
        PH.PostHistoryTypeId,
        CR.Name AS CloseReason,
        PH.CreationDate AS CloseDate,
        ROW_NUMBER() OVER (PARTITION BY PH.PostId ORDER BY PH.CreationDate DESC) AS CloseRank
    FROM 
        PostHistory PH
    JOIN 
        CloseReasonTypes CR ON CAST(PH.Comment AS INTEGER) = CR.Id
    WHERE 
        PH.PostHistoryTypeId IN (10, 11)
)
SELECT 
    R.Title,
    R.CreationDate,
    U.DisplayName AS UserName,
    U.TotalQuestions,
    U.TotalBounties,
    U.TotalScore,
    R.Score,
    COALESCE(R.ViewCount, 0) AS PostViewCount,
    C.CloseReason AS RecentCloseReason,
    C.CloseDate AS LastClosedDate
FROM 
    RankedPosts R
JOIN 
    UserActivity U ON R.OwnerUserId = U.UserID
LEFT JOIN 
    RecentCloseReasons C ON R.PostID = C.PostId AND C.CloseRank = 1
WHERE 
    R.RN = 1
ORDER BY 
    U.TotalScore DESC, R.CreationDate DESC
LIMIT 50;
",,19.333,-0.004134500765394829
